director_name,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,genres,actor_1_name,movie_title,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,language,content_rating,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,budget,revenue,profit,rate,budget_infl,gross_infl,profit_infl,normalized_profit,profit_str,budget_quartile,genre_count,Family,Musical,Documentary,Sport,Crime,Sci-Fi,History,Adventure,Western,Music,Mystery,Horror,Fantasy,Drama,News,Romance,Comedy,Biography,War,Action,Thriller,Animation,genre_list,ratings_G,ratings_NC-17,ratings_PG,ratings_PG-13,ratings_R,ratings_Unrated,director_count,directed_5_plus_no,directed_5_plus_yes,actor1_count,actor2_count,actor3_count,actor_count,features,sex,fighter,friendship,friend,immigrant,bus,mafia,corporation,breast,scenario,die,hard,stake,pastor,thug,humor,based,novel,drug,secret,death,mail,escape,alien,deaf,murder,lustepic,tale,bear,fish,british,arcade,wizard,mutant,fairy,toy,super,pirate,box,hit,sequel,egg,kong,panic,hawaii,forest,zeus,king,sword,magic,giant,first,part,farm,princess,graduation,accusation,battle,epic
Morten Tyldum,114.0,77.0,305.0,Rory Kinnear,19000.0,Biography|Drama|Thriller|War,Benedict Cumberbatch,The Imitation Game,20295,Allen Leech,1.0,crossword puzzle|cryptography|enigma code|gay lead character|world war two,http://www.imdb.com/title/tt2084970/?ref_=fn_tt_tt_1,English,PG-13,2014,393.0,8.1,2.35,165000,14000000,233555708,219555708,0.8637154979999999,1620904109.32976,27040814775.33011,25419910666.000347,0.12410511109902343,Success,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,"['Biography', 'Drama', 'Thriller', 'War']",0,0,0,1,0,0,1.0,1,0,11.0,2.0,1.0,14.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Derrickson,118.0,301.0,897.0,Dorian Missick,2000.0,Horror|Mystery|Thriller,Olivia Munn,Deliver Us from Evil,5697,Edgar Ramírez,0.0,confession|demonic possession|exorcism|flickering light|priest,http://www.imdb.com/title/tt2377322/?ref_=fn_tt_tt_1,English,R,2014,1000.0,6.2,2.35,18000,30000000,87937815,57937815,0.8637154979999999,3473365948.5637717,10181340407.070015,6707974458.506244,0.06489197299950339,Some Profits,50,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,"['Horror', 'Mystery', 'Thriller']",0,0,0,0,1,0,5.0,0,1,4.0,2.0,2.0,8.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Reeves,130.0,198.0,884.0,Judy Greer,10000.0,Action|Adventure|Drama|Sci-Fi,Gary Oldman,Dawn of the Planet of the Apes,14363,Kodi Smit-McPhee,0.0,ape|dam|leader|post apocalypse|sequel,http://www.imdb.com/title/tt2103281/?ref_=fn_tt_tt_1,English,PG-13,2014,2000.0,7.6,1.85,45000,170000000,710644566,540644566,0.8637154979999999,19682407041.861374,82277621235.87599,62595214194.01462,0.24174480147025715,Success,100,4,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",0,0,0,1,0,0,3.0,1,0,9.0,13.0,2.0,24.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evan Goldberg,112.0,133.0,365.0,Randall Park,11000.0,Comedy,James Franco,The Interview,12239,Anders Holm,4.0,assassination attempt|communist dictatorship|dictator|exploding helicopter|finger bitten off,http://www.imdb.com/title/tt2788710/?ref_=fn_tt_tt_1,English,R,2014,392.0,6.6,2.35,50000,44000000,12342632,-31657368,0.8637154979999999,5094270057.893532,1429015923.4817853,-3665254134.411746,0.03206632575492033,Failure,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['Comedy'],0,0,0,0,1,0,2.0,1,0,25.0,2.0,1.0,28.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Dobkin,141.0,71.0,3000.0,Robert Duvall,21000.0,Crime|Drama,Robert Downey Jr.,The Judge,30183,Leighton Meester,1.0,courtroom|dysfunctional family|indiana|lawyer|trial,http://www.imdb.com/title/tt1872194/?ref_=fn_tt_tt_1,English,R,2014,3000.0,7.4,2.35,47000,50000000,83719388,33719388,0.8637154979999999,5788943247.606286,9692935717.126614,3903992469.520328,0.056018889482048154,Some Profits,75,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['Crime', 'Drama']",0,0,0,0,1,0,3.0,1,0,44.0,5.0,7.0,56.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Russo,136.0,94.0,2000.0,Chris Evans,19000.0,Action|Adventure|Sci-Fi,Scarlett Johansson,Captain America: The Winter Soldier,36188,Hayley Atwell,1.0,conspiracy|heroism|megalomaniac|super soldier|world domination,http://www.imdb.com/title/tt1843866/?ref_=fn_tt_tt_1,English,PG-13,2014,11000.0,7.8,2.35,55000,170000000,714766572,544766572,0.8637154979999999,19682407041.861374,82754862411.88184,63072455370.02047,0.2432550111753487,Success,100,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['Action', 'Adventure', 'Sci-Fi']",0,0,0,1,0,0,2.0,1,0,32.0,19.0,5.0,56.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richard LaGravenese,94.0,98.0,89.0,Jeremy Jordan,10000.0,Comedy|Drama|Musical|Romance,Anna Kendrick,The Last Five Years,10869,Charly Bivona,7.0,based on play|number in title,http://www.imdb.com/title/tt2474024/?ref_=fn_tt_tt_1,English,PG-13,2014,773.0,5.9,2.35,0,3500000,292092,-3207908,0.8637154979999999,405226027.33244,33818080.22159631,-371407947.1108437,0.042489564002660456,Failure,25,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,"['Comedy', 'Drama', 'Musical', 'Romance']",0,0,0,1,0,0,4.0,1,0,11.0,1.0,1.0,13.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camille Delamarre,100.0,11.0,561.0,Robert Maillet,23000.0,Action|Crime|Drama|Thriller,Paul Walker,Brick Mansions,25387,RZA,2.0,bare chested male bondage|crime lord|die hard scenario|two word title|undercover,http://www.imdb.com/title/tt1430612/?ref_=fn_tt_tt_1,English,PG-13,2014,727.0,5.7,2.35,0,28000000,68896829,40896829,0.8637154979999999,3241808218.65952,7976796660.420699,4734988441.761179,0.05864854141751892,Some Profits,50,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,"['Action', 'Crime', 'Drama', 'Thriller']",0,0,0,1,0,0,1.0,1,0,34.0,2.0,2.0,38.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richard Linklater,165.0,0.0,127.0,Lorelei Linklater,230.0,Drama,Ellar Coltrane,Boyhood,673,Libby Villari,0.0,12 year time span|coming of age|domestic abuse|growing up|separated parents,http://www.imdb.com/title/tt1065073/?ref_=fn_tt_tt_1,English,R,2014,193.0,8.0,1.85,92000,4000000,48137666,44137666,0.8637154979999999,463115459.8085029,5573324330.924534,5110208871.116031,0.05983591074449705,Some Profits,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,['Drama'],0,0,0,0,1,0,7.0,0,1,1.0,1.0,1.0,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renny Harlin,99.0,212.0,182.0,Luke Newberry,576.0,Action|Adventure|Fantasy,Roxanne McKee,The Legend of Hercules,1520,Gaia Weiss,0.0,ancient greece|forbidden love|hercules|king|slavery,http://www.imdb.com/title/tt1043726/?ref_=fn_tt_tt_1,English,PG-13,2014,358.0,4.2,2.35,12000,70000000,61279452,-8720548,0.8637154979999999,8104520546.6488,7094865397.44827,-1009655149.2005299,0.040469857474170215,Failure,100,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"['Action', 'Adventure', 'Fantasy']",0,0,0,1,0,0,6.0,0,1,1.0,2.0,1.0,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frank Coraci,117.0,153.0,734.0,Adam Sandler,35000.0,Comedy|Romance,Bella Thorne,Blended,49743,Joel McHale,0.0,blind date|children|date|daughter|son,http://www.imdb.com/title/tt1086772/?ref_=fn_tt_tt_1,English,PG-13,2014,11000.0,6.5,1.85,12000,40000000,127994610,87994610,0.8637154979999999,4631154598.085029,14819070665.79,10187916067.704971,0.07590410241245127,Some Profits,75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"['Comedy', 'Romance']",0,0,0,1,0,0,5.0,0,1,4.0,22.0,4.0,30.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Binder,121.0,57.0,664.0,Gillian Jacobs,1000.0,Drama,Jennifer Ehle,Black or White,3745,Jillian Estell,2.0,color in title,http://www.imdb.com/title/tt2883434/?ref_=fn_tt_tt_1,English,PG-13,2014,837.0,6.6,2.35,0,9000000,21571189,12571189,0.8637154979999999,1042009784.5691314,2497487778.08778,1455477993.5186484,0.04827066801536233,Some Profits,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,['Drama'],0,0,0,1,0,0,3.0,1,0,6.0,2.0,1.0,9.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don Hall,102.0,38.0,562.0,Daniel Henney,756.0,Action|Adventure|Animation|Comedy|Drama|Family|Sci-Fi,Damon Wayans Jr.,Big Hero 6,2963,Abraham Benrubi,0.0,high tech|martial arts|masked man|robot|superhero,http://www.imdb.com/title/tt2245084/?ref_=fn_tt_tt_1,English,PG,2014,719.0,7.9,2.39,41000,165000000,657827828,492827828,0.8637154979999999,19103512717.100742,76162559259.76218,57059046542.66144,0.22422583090266926,Success,100,7,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,"['Action', 'Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Sci-Fi']",0,0,1,0,0,0,1.0,1,0,3.0,1.0,1.0,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Carter,115.0,49.0,100.0,Matthew Daddario,116.0,Drama|Family|Sport,Jessie T. Usher,When the Game Stands Tall,525,Ser'Darius Blain,0.0,coach|high school football,http://www.imdb.com/title/tt2247476/?ref_=fn_tt_tt_1,English,PG,2014,110.0,6.7,1.85,0,15000000,30127963,15127963,0.8637154979999999,1736682974.2818859,3488181359.45964,1751498385.1777546,0.04920741214152949,Some Profits,25,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['Drama', 'Family', 'Sport']",0,0,1,0,0,0,3.0,1,0,1.0,2.0,1.0,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tim Burton,106.0,13000.0,309.0,Danny Huston,11000.0,Biography|Crime|Drama|Romance,Christoph Waltz,Big Eyes,12418,Jon Polito,3.0,1950s|abusive husband|artist|painting|secret,http://www.imdb.com/title/tt1126590/?ref_=fn_tt_tt_1,English,PG-13,2014,430.0,7.0,1.85,20000,10000000,28883511,18883511,0.8637154979999999,1157788649.5212572,3344100119.4122376,2186311469.8909802,0.050583359929460225,Some Profits,25,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"['Biography', 'Crime', 'Drama', 'Romance']",0,0,0,1,0,0,10.0,0,1,4.0,3.0,1.0,8.0,secret,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rowan Joffe,92.0,17.0,231.0,Ben Crompton,14000.0,Drama|Mystery|Thriller,Colin Firth,Before I Go to Sleep,14617,Anne-Marie Duff,1.0,amnesia|female nudity|infidelity|nudity|therapist,http://www.imdb.com/title/tt1726592/?ref_=fn_tt_tt_1,English,R,2014,257.0,6.3,2.35,11000,22000000,15447154,-6552846,0.8637154979999999,2547135028.946766,1788453956.8606887,-758681072.0860772,0.04126405442539891,Failure,50,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,"['Drama', 'Mystery', 'Thriller']",0,0,0,0,1,0,1.0,1,0,21.0,2.0,1.0,24.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noah Baumbach,97.0,387.0,64.0,Maria Dizzia,6000.0,Comedy|Drama,Naomi Watts,While We're Young,6322,Dree Hemingway,2.0,documentary filmmaker|documentary filmmaking|father in law|generation z|hipster,http://www.imdb.com/title/tt1791682/?ref_=fn_tt_tt_1,English,R,2014,139.0,6.3,1.85,0,10000000,17287309,7287309,0.8637154979999999,1157788649.5212572,2001505014.0966675,843716364.5754102,0.046334773973349966,Some Profits,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"['Comedy', 'Drama']",0,0,0,0,1,0,2.0,1,0,25.0,1.0,1.0,27.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil Lord,100.0,97.0,2000.0,Will Ferrell,11000.0,Action|Adventure|Animation|Comedy|Family|Fantasy,Morgan Freeman,The Lego Movie,22128,Alison Brie,0.0,based on toy|dual personality|evil businessman|good cop bad cop|lego,http://www.imdb.com/title/tt1490017/?ref_=fn_tt_tt_1,English,PG,2014,8000.0,7.8,2.35,64000,60000000,469160692,409160692,0.8637154979999999,6946731897.127543,54318892399.91385,47372160502.7863,0.1935720859094752,Success,75,6,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",0,0,1,0,0,0,4.0,1,0,24.0,17.0,5.0,46.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neil Burger,139.0,168.0,1000.0,Theo James,14000.0,Adventure|Mystery|Sci-Fi,Kate Winslet,Divergent,22226,Mekhi Phifer,2.0,army|brother sister relationship|dystopia|father son relationship|narrated by character,http://www.imdb.com/title/tt1840309/?ref_=fn_tt_tt_1,English,PG-13,2014,5000.0,6.7,2.35,49000,85000000,288747895,203747895,0.8637154979999999,9841203520.930687,33430903540.41558,23589700019.48489,0.11831348619385042,Success,100,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"['Adventure', 'Mystery', 'Sci-Fi']",0,0,0,1,0,0,2.0,1,0,12.0,4.0,5.0,21.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charles Martin Smith,107.0,188.0,631.0,Taylor Blackwell,11000.0,Drama|Family,Morgan Freeman,Dolphin Tale 2,13904,Harry Connick Jr.,0.0,dolphin|latex gloves|medical scrubs|purple gloves|turtle,http://www.imdb.com/title/tt2978462/?ref_=fn_tt_tt_1,English,PG,2014,641.0,6.4,1.85,0,36000000,52424533,16424533,0.8637154979999999,4168039138.2765255,6069652926.385258,1901613788.1087322,0.04968244604427747,Some Profits,75,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['Drama', 'Family']",0,0,1,0,0,0,2.0,1,0,27.0,1.0,2.0,30.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary Shore,92.0,28.0,423.0,Sarah Gadon,3000.0,Action|Drama|Fantasy|Horror|War,Dominic Cooper,Dracula Untold,5178,Zach McGowan,1.0,death of wife|dracula|tarantula|turk|vampire,http://www.imdb.com/title/tt0829150/?ref_=fn_tt_tt_1,English,PG-13,2014,692.0,6.3,2.35,37000,70000000,217124280,147124280,0.8637154979999999,8104520546.6488,25138402691.947533,17033882145.29873,0.09756787521939567,Success,100,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,"['Action', 'Drama', 'Fantasy', 'Horror', 'War']",0,0,0,1,0,0,1.0,1,0,6.0,2.0,1.0,9.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivan Reitman,110.0,425.0,148.0,Chi McBride,3000.0,Drama|Sport,Jennifer Garner,Draft Day,3757,Patrick St. Esprit,1.0,cleveland browns|head coach|linebacker|nfl|team owner,http://www.imdb.com/title/tt2223990/?ref_=fn_tt_tt_1,English,R,2014,466.0,6.8,2.35,14000,25000000,28831145,3831145,0.8637154979999999,2894471623.803143,3338037243.3701544,443565619.56701165,0.045068513707065036,Some Profits,50,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['Drama', 'Sport']",0,0,0,0,1,0,2.0,1,0,16.0,2.0,1.0,19.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Fincher,149.0,21000.0,625.0,Sela Ward,835.0,Crime|Drama|Mystery|Thriller,Patrick Fugit,Gone Girl,4348,Emily Ratajkowski,0.0,based on novel|disappearance|missing person|missing wife|murder suspect,http://www.imdb.com/title/tt2267998/?ref_=fn_tt_tt_1,English,R,2014,812.0,8.1,2.35,146000,61000000,369330363,308330363,0.8637154979999999,7062510762.079668,42760650220.496574,35698139458.4169,0.1566301354554061,Success,75,4,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,"['Crime', 'Drama', 'Mystery', 'Thriller']",0,0,0,0,1,0,7.0,0,1,2.0,3.0,1.0,6.0,murder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rob Reiner,94.0,0.0,197.0,Annie Parisse,712.0,Comedy|Drama|Romance,Yaya DaCosta,And So It Goes,1673,Frankie Valli,2.0,four word title|grandparent grandchild relationship|reference to facebook|reference to the internet|singer,http://www.imdb.com/title/tt2465146/?ref_=fn_tt_tt_1,English,PG-13,2014,341.0,5.7,2.35,3000,18000000,25312387,7312387,0.8637154979999999,2084019569.1382627,2930639436.0889425,846619866.9506798,0.04634396198495992,Some Profits,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,"['Comedy', 'Drama', 'Romance']",0,0,0,1,0,0,5.0,0,1,2.0,2.0,1.0,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John R. Leonetti,99.0,40.0,300.0,Annabelle Wallis,1000.0,Horror|Mystery,Alfre Woodard,Annabelle,2323,Gabriel Bateman,0.0,horror movie prequel|murder|paranormal activity|self sacrifice|suicide,http://www.imdb.com/title/tt3322940/?ref_=fn_tt_tt_1,English,R,2014,421.0,5.4,2.35,45000,6500000,257047661,250547661,0.8637154979999999,752562622.1888171,29760686429.17879,29008123806.989975,0.13545986123775242,Success,25,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"['Horror', 'Mystery']",0,0,0,0,1,0,1.0,1,0,7.0,1.0,1.0,9.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Will Gluck,118.0,87.0,929.0,Dorian Missick,2000.0,Comedy|Drama|Family|Musical,Quvenzhané Wallis,Annie,4796,David Zayas,6.0,billionaire|business tycoon|mayoral candidate|penthouse|reference to star trek,http://www.imdb.com/title/tt1823664/?ref_=fn_tt_tt_1,English,PG,2014,1000.0,5.2,2.39,16000,65000000,133821816,68821816,0.8637154979999999,7525626221.888171,15493737962.312216,7968111740.424045,0.06887962462844967,Some Profits,100,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"['Comedy', 'Drama', 'Family', 'Musical']",0,0,1,0,0,0,3.0,1,0,5.0,2.0,5.0,12.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Boone,133.0,131.0,733.0,Sam Trammell,8000.0,Drama|Romance,Shailene Woodley,The Fault in Our Stars,10565,Nat Wolff,0.0,cancer|falling in love|friendship|novel|teenager,http://www.imdb.com/title/tt2582846/?ref_=fn_tt_tt_1,English,PG-13,2014,1000.0,7.8,1.85,93000,12000000,307166834,295166834,0.8637154979999999,1389346379.4255085,35563427391.458015,34174081012.03251,0.15180731635978756,Success,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"['Drama', 'Romance']",0,0,0,1,0,0,1.0,1,0,5.0,1.0,1.0,7.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angelina Jolie Pitt,137.0,11000.0,465.0,Jack O'Connell,769.0,Biography|Drama|Sport|War,Finn Wittrock,Unbroken,2938,Alex Russell,0.0,emaciation|male nudity|plane crash|prisoner of war|torture,http://www.imdb.com/title/tt1809398/?ref_=fn_tt_tt_1,English,PG-13,2014,698.0,7.2,2.35,35000,65000000,163442937,98442937,0.8637154979999999,7525626221.888171,18923237730.301792,11397611508.41362,0.07973213294840155,Some Profits,100,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['Biography', 'Drama', 'Sport', 'War']",0,0,0,1,0,0,2.0,1,0,1.0,2.0,3.0,6.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peter Jackson,164.0,0.0,773.0,Adam Brown,5000.0,Adventure|Fantasy,Aidan Turner,The Hobbit: The Battle of the Five Armies,9152,James Nesbitt,0.0,army|elf|hobbit|middle earth|orc,http://www.imdb.com/title/tt2310332/?ref_=fn_tt_tt_1,English,PG-13,2014,972.0,7.5,2.35,65000,250000000,956019788,706019788,0.8637154979999999,28944716238.03143,110686885926.41187,81742169688.38043,0.3023345398757986,Success,100,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['Adventure', 'Fantasy']",0,0,0,1,0,0,10.0,0,1,5.0,2.0,2.0,9.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Ayer,134.0,452.0,697.0,Logan Lerman,11000.0,Action|Drama|War,Brad Pitt,Fury,20411,Jim Parrack,4.0,battle|battlefield|brutality|combat|tank,http://www.imdb.com/title/tt2713180/?ref_=fn_tt_tt_1,English,R,2014,8000.0,7.6,2.35,82000,68000000,211817906,143817906,0.8637154979999999,7872962816.744548,24524036733.21606,16651073916.471512,0.0963564946189156,Success,100,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"['Action', 'Drama', 'War']",0,0,0,0,1,0,4.0,1,0,24.0,14.0,1.0,39.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
