director_name,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,genres,actor_1_name,movie_title,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,language,country,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,News,Thriller,Fantasy,Comedy,Animation,History,Western,Music,Family,Short,Game-Show,Action,Sport,Drama,Mystery,Sci-Fi,Biography,Documentary,War,Film-Noir,Horror,Crime,Reality-TV,Musical,Adventure,Romance,budget,revenue,profit,rate,budget_infl,gross_infl,director_count,actor1_count,actor2_count,actor3_count,normalized_profit,content_rating_G,content_rating_NC-17,content_rating_PG,content_rating_PG-13,content_rating_R,content_rating_Unrated
Henry Joost,96.0,24.0,113.0,Brendon Eggertsen,235.0,Horror,Matt Shively,Paranormal Activity 4,799,Alisha Boe,0.0,boy in a bathtub|demon|laptop computer|pulled underwater|walking in the dark,http://www.imdb.com/title/tt2109184/?ref_=fn_tt_tt_1,English,USA,2012,119.0,4.6,1.85,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5000000,142817992,15956410683.741144,0.8637154979999999,578894324.7606286,16535305008.501772,2.0,1.0,1.0,1.0,0.11928119775832692,0,0,0,0,1,0
Baltasar Kormákur,109.0,175.0,733.0,David O'Hara,24000.0,Action|Crime|Drama|Thriller,J.K. Simmons,Contraband,26625,Lukas Haas,3.0,cocaine|contraband|drug lord|prison|smuggling,http://www.imdb.com/title/tt1524137/?ref_=fn_tt_tt_1,English,USA,2012,736.0,6.5,2.35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,25000000,96262212,8250658019.337751,0.8637154979999999,2894471623.803143,11145129643.140896,1.0,61.0,1.0,1.0,0.061677276311069514,0,0,0,0,1,0
William Brent Bell,83.0,19.0,128.0,Claudiu Trandafir,403.0,Horror,Fernanda Andrade,The Devil Inside,988,Brian Johnson,0.0,critically bashed|demonic possession|exorcism|exorcist|found footage,http://www.imdb.com/title/tt1560985/?ref_=fn_tt_tt_1,English,USA,2012,169.0,4.2,1.85,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1000000,101758490,11665703606.490108,0.8637154979999999,115778864.95212571,11781482471.442234,2.0,1.0,1.0,1.0,0.08720625787958944,0,0,0,0,1,0
Wes Anderson,94.0,0.0,559.0,Bill Murray,13000.0,Adventure|Comedy|Drama|Romance,Bruce Willis,Moonrise Kingdom,27911,Bob Balaban,2.0,1960s|boy scouts|boy scouts camp|coming of age|young love,http://www.imdb.com/title/tt1748122/?ref_=fn_tt_tt_1,English,USA,2012,13000.0,7.8,1.85,71000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,16000000,68263166,6050970038.284529,0.8637154979999999,1852461839.2340121,7903431877.518539,4.0,33.0,17.0,2.0,0.045233632297629514,0,0,0,1,0,0
Kirk Jones,110.0,52.0,651.0,Dennis Quaid,10000.0,Comedy|Drama|Romance,Anna Kendrick,What to Expect When You're Expecting,13396,Thomas Lennon,12.0,baby|expecting twins|hawaiian shirt|photographer|pregnancy,http://www.imdb.com/title/tt1586265/?ref_=fn_tt_tt_1,English,USA,2012,2000.0,5.7,2.35,14000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,40000000,79700000,4596420938.599391,0.8637154979999999,4631154598.085029,9227575536.68442,3.0,5.0,22.0,3.0,0.03436023216028823,0,0,0,1,0,0
Quentin Tarantino,165.0,16000.0,265.0,Christoph Waltz,29000.0,Drama|Western,Leonardo DiCaprio,Django Unchained,40978,Ato Essandoh,1.0,dynamite|historically inaccurate|ku klux klan|n word|slavery,http://www.imdb.com/title/tt1853728/?ref_=fn_tt_tt_1,English,USA,2012,11000.0,8.5,2.35,199000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100000000,425368238,37670765287.1131,0.8637154979999999,11577886495.212572,49248651782.32568,4.0,28.0,4.0,1.0,0.2816056365673651,0,0,0,0,1,0
Larry Charles,99.0,119.0,174.0,Aasif Mandvi,600.0,Comedy|Romance,Sayed Badreya,The Dictator,1375,Horatio Sanz,0.0,dictator|hotel|oil|overalls|sunglasses,http://www.imdb.com/title/tt1645170/?ref_=fn_tt_tt_1,English,USA,2012,346.0,6.4,2.35,59000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65000000,179379533,13242732504.494207,0.8637154979999999,7525626221.88817,20768358726.382374,2.0,2.0,2.0,1.0,0.09899524887333506,0,0,0,0,1,0
Tony Gilroy,135.0,209.0,602.0,Scott Glenn,10000.0,Action|Adventure|Thriller,Jeremy Renner,The Bourne Legacy,12175,Stacy Keach,0.0,assassin|cia|drone|pill|wolf,http://www.imdb.com/title/tt1194173/?ref_=fn_tt_tt_1,English,USA,2012,826.0,6.7,2.35,31000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,130000000,276572938,16970048394.338297,0.8637154979999999,15051252443.77634,32021300838.11464,3.0,15.0,5.0,2.0,0.12685858955899368,0,0,0,1,0,0
Bobby Farrelly,92.0,101.0,760.0,Larry David,971.0,Comedy,Kate Upton,The Three Stooges,6137,Sean Hayes,0.0,mule|nun|orphanage|tennis court|the three stooges,http://www.imdb.com/title/tt0383010/?ref_=fn_tt_tt_1,English,USA,2012,860.0,5.1,1.85,13000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000000,54819301,2873550498.685159,0.8637154979999999,3473365948.5637717,6346916447.248931,6.0,1.0,3.0,4.0,0.02148101090743413,0,0,1,0,0,0
David Bowers,94.0,42.0,517.0,Rachael Harris,975.0,Comedy|Family,Zachary Gordon,Diary of a Wimpy Kid: Dog Days,3153,Karan Brar,2.0,best friend|camping|country club|no opening credits|summer vacation,http://www.imdb.com/title/tt2023453/?ref_=fn_tt_tt_1,English,USA,2012,569.0,6.4,2.35,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22000000,76196538,6274813653.97475,0.8637154979999999,2547135028.946766,8821948682.921516,3.0,4.0,2.0,1.0,0.0469069626802999,0,0,1,0,0,0
Seth MacFarlane,112.0,3000.0,1000.0,Seth MacFarlane,15000.0,Comedy|Fantasy,Mila Kunis,Ted,21773,Tom Skerritt,1.0,2010s|car accident|sex scene|teddy bear|testicle,http://www.imdb.com/title/tt1637725/?ref_=fn_tt_tt_1,English,USA,2012,3000.0,7.0,1.85,74000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000000,549368315,57816296703.75558,0.8637154979999999,5788943247.606286,63605239951.36186,1.0,10.0,3.0,4.0,0.43220242571662815,0,0,0,0,1,0
Jay Roach,85.0,116.0,329.0,Thomas Middleditch,8000.0,Comedy,Will Ferrell,The Campaign,9271,Katherine LaNasa,0.0,campaigning|congressman|north carolina|title at the end|u.s. congressman,http://www.imdb.com/title/tt1790886/?ref_=fn_tt_tt_1,English,USA,2012,331.0,6.2,1.85,18000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95000000,104907746,1147107586.1139636,0.8637154979999999,10998992170.451944,12146099756.565908,7.0,16.0,1.0,1.0,0.008575083835788986,0,0,0,0,1,0
Tim Burton,113.0,13000.0,16000.0,Chloë Grace Moretz,40000.0,Comedy|Fantasy|Horror,Johnny Depp,Dark Shadows,80849,Christopher Lee,7.0,camera shot of feet|cartoon on tv|female stockinged feet|female stockinged soles|foot closeup,http://www.imdb.com/title/tt1077368/?ref_=fn_tt_tt_1,English,USA,2012,17000.0,6.2,1.85,82000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,150000000,245527149,11060024883.33259,0.8637154979999999,17366829742.818855,28426854626.15145,9.0,53.0,15.0,8.0,0.0826785405869994,0,0,0,1,0,0
Christopher Nolan,164.0,22000.0,23000.0,Christian Bale,27000.0,Action|Thriller,Tom Hardy,The Dark Knight Rises,106759,Joseph Gordon-Levitt,0.0,deception|imprisonment|lawlessness|police officer|terrorist plot,http://www.imdb.com/title/tt1345836/?ref_=fn_tt_tt_1,English,USA,2012,23000.0,8.5,2.35,164000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000000,1081041287,96217016937.21376,0.8637154979999999,28944716238.031433,125161733175.2452,7.0,8.0,33.0,27.0,0.7192648540326425,0,0,0,1,0,0
Jeff Nichols,130.0,337.0,820.0,Tye Sheridan,11000.0,Drama,Matthew McConaughey,Mud,13960,Sam Shepard,1.0,14 year old|boat|bounty hunter|boy|river,http://www.imdb.com/title/tt1935179/?ref_=fn_tt_tt_1,English,USA,2012,1000.0,7.4,2.35,27000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10000000,21587700,1341610753.4057472,0.8637154979999999,1157788649.5212572,2499399402.927005,2.0,22.0,2.0,5.0,0.01002908134360883,0,0,0,1,0,0
Craig Zobel,90.0,25.0,235.0,Matt Servitto,601.0,Biography|Crime|Drama|Thriller,Dreama Walker,Compliance,1734,James McCaffrey,0.0,authority|boss subordinate relationship|fast food restaurant|gullibility|telephone call,http://www.imdb.com/title/tt1971352/?ref_=fn_tt_tt_1,English,USA,2012,260.0,6.4,2.35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,270000,319285,5706161.359165517,0.8637154979999999,31260293.537073944,36966454.89623946,1.0,2.0,2.0,1.0,4.260156250106159e-05,0,0,0,0,1,0
Tarsem Singh,106.0,763.0,809.0,Nathan Lane,8000.0,Adventure|Comedy|Drama|Family|Fantasy,Julia Roberts,Mirror Mirror,11454,Danny Woodburn,1.0,kingdom|prince|princess|queen|snow,http://www.imdb.com/title/tt1667353/?ref_=fn_tt_tt_1,English,USA,2012,886.0,5.6,1.85,18000,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,85000000,183018522,11348473221.444963,0.8637154979999999,9841203520.930687,21189676742.37565,3.0,10.0,3.0,2.0,0.0848348199452733,0,0,1,0,0,0
McG,103.0,368.0,520.0,Abigail Spencer,27000.0,Action|Comedy|Romance,Tom Hardy,This Means War,29808,Warren Christie,3.0,best friend|cia|cia agent|dating|undercover,http://www.imdb.com/title/tt1596350/?ref_=fn_tt_tt_1,English,USA,2012,1000.0,6.3,2.35,18000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65000000,156974557,10648709813.934591,0.8637154979999999,7525626221.88817,18174336035.822758,5.0,11.0,1.0,2.0,0.07960377787665096,0,0,0,1,0,0
Andy Fickman,105.0,99.0,433.0,Gedde Watanabe,3000.0,Comedy|Family,Bailee Madison,Parental Guidance,5740,Tom Everett Scott,5.0,chores|father figure|helicopter parents|in laws|punishment,http://www.imdb.com/title/tt1047540/?ref_=fn_tt_tt_1,English,USA,2012,448.0,6.1,1.85,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000000,119772232,10972621449.939528,0.8637154979999999,2894471623.803143,13867093073.74267,5.0,4.0,2.0,2.0,0.08202516112743634,0,0,1,0,0,0
Chris Butler,92.0,28.0,586.0,Kodi Smit-McPhee,10000.0,Adventure|Animation|Comedy|Family|Fantasy,Anna Kendrick,ParaNorman,13597,Elaine Stritch,0.0,curse|ghost|outcast|witch|zombie,http://www.imdb.com/title/tt1623288/?ref_=fn_tt_tt_1,English,USA,2012,884.0,7.0,2.35,12000,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60000000,107139399,5457746110.745371,0.8637154979999999,6946731897.1275425,12404478007.872913,1.0,8.0,2.0,2.0,0.040799020130481145,0,0,1,0,0,0
Ava DuVernay,97.0,151.0,305.0,David Oyelowo,1000.0,Drama,Omari Hardwick,Middle of Nowhere,3021,Lorraine Toussaint,2.0,,http://www.imdb.com/title/tt1211890/?ref_=fn_tt_tt_1,English,USA,2012,1000.0,6.5,2.35,569,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2000000,2368060,42613569.03427939,0.8637154979999999,231557729.90425143,274171298.9385308,1.0,5.0,7.0,1.0,0.000318500816620681,0,0,0,0,1,0
David Ayer,109.0,453.0,953.0,Anna Kendrick,15000.0,Crime|Drama|Thriller,Jake Gyllenhaal,End of Watch,27788,America Ferrera,2.0,lapd|police|police officer|south central los angeles|street gang,http://www.imdb.com/title/tt1855199/?ref_=fn_tt_tt_1,English,USA,2012,10000.0,7.7,1.85,38000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7000000,48126384,4761566059.105264,0.8637154979999999,810452054.66488,5572018113.7701435,3.0,21.0,11.0,7.0,0.03559476523749993,0,0,0,0,1,0
Tom Tykwer,172.0,670.0,1000.0,Jim Sturgess,15000.0,Drama|Sci-Fi,Tom Hanks,Cloud Atlas,22686,Jim Broadbent,5.0,composer|future|letter|nonlinear timeline|nursing home,http://www.imdb.com/title/tt1371111/?ref_=fn_tt_tt_1,English,Germany,2012,5000.0,7.5,2.35,124000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,102000000,130482868,3297714127.621223,0.8637154979999999,11809444225.116823,15107158352.738047,3.0,18.0,5.0,15.0,0.024651822303300343,0,0,0,0,1,0
Marc Webb,153.0,464.0,963.0,Andrew Garfield,15000.0,Action|Adventure|Fantasy,Emma Stone,The Amazing Spider-Man,28489,Chris Zylka,0.0,lizard|outcast|spider|spider man|teenager,http://www.imdb.com/title/tt0948470/?ref_=fn_tt_tt_1,English,USA,2012,10000.0,7.0,2.35,56000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,215000000,757930663,62859895909.84508,0.8637154979999999,24892455964.707027,87752351874.55211,1.0,16.0,7.0,4.0,0.4699055684376674,0,0,0,1,0,0
Bill Condon,115.0,386.0,12000.0,Kristen Stewart,21000.0,Adventure|Drama|Fantasy|Romance,Robert Pattinson,The Twilight Saga: Breaking Dawn - Part 2,59177,Taylor Lautner,3.0,battle|friend|super strength|vampire|vision,http://www.imdb.com/title/tt1673434/?ref_=fn_tt_tt_1,English,USA,2012,17000.0,5.5,2.35,65000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,120000000,829000000,82087215251.05713,0.8637154979999999,13893463794.255087,95980679045.3122,3.0,17.0,25.0,4.0,0.6136383147648252,0,0,0,1,0,0
Simon West,103.0,165.0,13000.0,Sylvester Stallone,26000.0,Action|Adventure|Thriller,Jason Statham,The Expendables 2,57881,Bruce Willis,3.0,church|hostage|mine|plutonium|revenge,http://www.imdb.com/title/tt1764651/?ref_=fn_tt_tt_1,English,USA,2012,13000.0,6.7,2.35,108000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100000000,314975955,24889672061.899258,0.8637154979999999,11577886495.212572,36467558557.11183,6.0,37.0,9.0,36.0,0.18606129168378907,0,0,0,0,1,0
Alexander Payne,115.0,729.0,622.0,Bruce Dern,1000.0,Adventure|Comedy|Drama,Devin Ratray,Nebraska,3798,Will Forte,0.0,aging|billings montana|lincoln nebraska|nebraska|pickup truck,http://www.imdb.com/title/tt1821549/?ref_=fn_tt_tt_1,English,USA,2013,844.0,7.8,2.35,28000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12000000,27682872,1815745119.3494735,0.8637154979999999,1389346379.4255085,3205091498.7749825,4.0,2.0,2.0,9.0,0.01357344617865408,0,0,0,0,1,0
Baltasar Kormákur,109.0,175.0,459.0,Patrick Fischler,18000.0,Action|Comedy|Crime|Drama|Thriller,Denzel Washington,2 Guns,20148,Fred Ward,1.0,close up of breasts|female nudity|fugitive|money|undercover,http://www.imdb.com/title/tt1272878/?ref_=fn_tt_tt_1,English,USA,2013,497.0,6.7,2.35,22000,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,61000000,131940411,8213400264.817294,0.8637154979999999,7062510762.079669,15275911026.896963,2.0,36.0,2.0,2.0,0.061398758058775725,0,0,0,0,1,0
Jason Reitman,111.0,655.0,405.0,Kate Winslet,24000.0,Drama,J.K. Simmons,Labor Day,39307,Brooke Smith,1.0,baseball|baseball practice|escaped convict|neighbor|tied to a chair,http://www.imdb.com/title/tt1967545/?ref_=fn_tt_tt_1,English,USA,2013,14000.0,6.9,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18000000,20275812,263490930.20442715,0.8637154979999999,2084019569.138263,2347510499.34269,6.0,62.0,12.0,2.0,0.001969657130149697,0,0,0,1,0,0
Morgan Neville,91.0,9.0,13.0,Lou Adler,130.0,Documentary|Music,Sheryl Crow,20 Feet from Stardom,198,Merry Clayton,0.0,backup singer|band|bechdel test passed|concert footage|singer,http://www.imdb.com/title/tt2396566/?ref_=fn_tt_tt_1,English,USA,2013,19.0,7.4,1.78,14000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1000000,5892466,566444160.2968668,0.8637154979999999,115778864.95212571,682223025.2489923,1.0,1.0,1.0,1.0,0.004234366994126227,0,0,0,1,0,0
Joseph Kosinski,124.0,364.0,1000.0,Tom Cruise,11000.0,Action|Adventure|Mystery|Sci-Fi,Morgan Freeman,Oblivion,22004,Zoë Bell,0.0,cabin in the woods|drone|flying through a thunderstorm|post apocalypse|sex in a pool,http://www.imdb.com/title/tt1483013/?ref_=fn_tt_tt_1,English,USA,2013,10000.0,7.0,2.35,71000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,120000000,286168572,19238808656.875576,0.8637154979999999,13893463794.255087,33132272451.13066,3.0,17.0,29.0,2.0,0.14381857953499885,0,0,0,1,0,0
David O. Russell,138.0,737.0,14000.0,Christian Bale,34000.0,Crime|Drama,Jennifer Lawrence,American Hustle,83012,Bradley Cooper,5.0,based on true story|con artist|drunk wife|fbi investigation|scam,http://www.imdb.com/title/tt1800241/?ref_=fn_tt_tt_1,English,USA,2013,23000.0,7.3,2.35,63000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,40000000,251171807,24449232124.349358,0.8637154979999999,4631154598.085029,29080386722.43438,4.0,14.0,35.0,15.0,0.18276880765662054,0,0,0,0,1,0
Mike Flanagan,104.0,59.0,202.0,Rory Cochrane,972.0,Horror|Mystery,James Lafferty,Oculus,2071,Garrett Ryan,0.0,home office|mirror|released from a mental hospital|trauma|video camera,http://www.imdb.com/title/tt2388715/?ref_=fn_tt_tt_1,English,USA,2013,407.0,6.5,2.35,23000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5000000,44459951,4568628337.846498,0.8637154979999999,578894324.7606286,5147522662.607126,1.0,1.0,2.0,1.0,0.034152470133616886,0,0,0,0,1,0
Jeff Wadlow,103.0,65.0,405.0,Donald Faison,17000.0,Action|Comedy|Crime,Chloë Grace Moretz,Kick-Ass 2,19168,Augustus Prew,0.0,hit in the crotch|kicked in the crotch|punched in the crotch|sparring|superhero,http://www.imdb.com/title/tt1650554/?ref_=fn_tt_tt_1,English,USA,2013,927.0,6.6,2.35,36000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28000000,60700000,3785968883.9345107,0.8637154979999999,3241808218.65952,7027777102.594031,2.0,15.0,2.0,2.0,0.02830174332384455,0,0,0,0,1,0
Ritesh Batra,104.0,25.0,73.0,Nimrat Kaur,638.0,Drama|Romance,Nawazuddin Siddiqui,The Lunchbox,822,Lillete Dubey,2.0,delivery|delivery to wrong address|lunchbox|open ended|unconventional romance,http://www.imdb.com/title/tt2350496/?ref_=fn_tt_tt_1,Hindi,India,2013,85.0,7.8,2.35,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3400000,17240000,1602379490.93742,0.8637154979999999,393648140.83722746,1996027631.7746477,1.0,1.0,2.0,2.0,0.011978443401654843,0,0,1,0,0,0
Ron Howard,123.0,2000.0,471.0,Olivia Wilde,26000.0,Action|Biography|Drama|Sport,Chris Hemsworth,Rush,37206,Alexandra Maria Lara,0.0,1970s|female rear nudity|formula 1|rivalry|sex with a nurse,http://www.imdb.com/title/tt1979320/?ref_=fn_tt_tt_1,English,UK,2013,10000.0,8.1,2.35,83000,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,38000000,90247624,6049170603.165442,0.8637154979999999,4399596868.1807785,10448767471.34622,8.0,18.0,9.0,1.0,0.04522018072141579,0,0,0,0,1,0
Anthony Silverston,85.0,0.0,912.0,Steve Buscemi,14000.0,Adventure|Animation|Family,Liam Neeson,Khumba,29488,Loretta Devine,0.0,herd|ostrich|waterhole|wildebeest|zebra,http://www.imdb.com/title/tt1487931/?ref_=fn_tt_tt_1,English,South Africa,2013,12000.0,5.8,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20000000,27187375,832146119.4852847,0.8637154979999999,2315577299.0425143,3147723418.5277987,1.0,33.0,27.0,7.0,0.0062206070737196775,0,0,0,0,0,1
Steve McQueen,134.0,0.0,500.0,Scoot McNairy,2000.0,Biography|Drama|History,Quvenzhané Wallis,12 Years a Slave,4251,Taran Killam,0.0,racism|separation from family|social injustice|torture|whipping,http://www.imdb.com/title/tt2024544/?ref_=fn_tt_tt_1,English,USA,2013,660.0,8.1,2.35,83000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,20000000,187000000,19335070447.004997,0.8637154979999999,2315577299.0425143,21650647746.04751,2.0,2.0,3.0,2.0,0.14453817914304268,0,0,0,0,1,0
David Twohy,127.0,123.0,904.0,Nolan Gerard Funk,14000.0,Action|Sci-Fi|Thriller,Vin Diesel,Riddick,17551,Bokeem Woodbine,0.0,alien|left for dead|mercenary|survival|vomiting,http://www.imdb.com/title/tt1411250/?ref_=fn_tt_tt_1,English,USA,2013,924.0,6.4,2.35,39000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38000000,98337295,6985783529.38157,0.8637154979999999,4399596868.1807785,11385380397.56235,4.0,14.0,2.0,3.0,0.052221778070558965,0,0,0,0,1,0
Adam McKay,143.0,285.0,7000.0,Will Ferrell,11000.0,Comedy,Harrison Ford,Anchorman 2: The Legend Continues,28176,Steve Carell,2.0,fame|father son relationship|interracial kiss|interracial relationship|interracial sex,http://www.imdb.com/title/tt1229340/?ref_=fn_tt_tt_1,English,USA,2013,8000.0,6.3,2.35,41000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000000,173649015,14315942609.148369,0.8637154979999999,5788943247.606286,20104885856.75465,5.0,12.0,17.0,12.0,0.10701797076142304,0,0,0,1,0,0
Brad Furman,88.0,65.0,681.0,John Heard,3000.0,Crime|Thriller,Justin Timberlake,Runner Runner,5706,David Costabile,3.0,costa rica|fbi agent|gambling|money|online gambling,http://www.imdb.com/title/tt2364841/?ref_=fn_tt_tt_1,English,USA,2013,697.0,5.6,2.35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30000000,62616646,3776318252.425292,0.8637154979999999,3473365948.5637717,7249684200.989062,2.0,11.0,2.0,2.0,0.028229600569776987,0,0,0,0,1,0
Antoine Fuqua,119.0,845.0,992.0,Morgan Freeman,18000.0,Action|Thriller,Gerard Butler,Olympus Has Fallen,31782,Radha Mitchell,3.0,political thriller|politics|president|speaker of the house|u.s. president,http://www.imdb.com/title/tt2302755/?ref_=fn_tt_tt_1,English,USA,2013,11000.0,6.5,2.35,45000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70000000,161025640,10538845280.740812,0.8637154979999999,8104520546.6488,18643365827.389614,5.0,31.0,20.0,12.0,0.07878249172647787,0,0,0,0,1,0
Nicolas Winding Refn,90.0,0.0,428.0,Kristin Scott Thomas,33000.0,Crime|Drama,Ryan Gosling,Only God Forgives,34779,Yayaying Rhatha Phongam,1.0,brutal cop|drug dealer|punishment|thai boxing|vengeance,http://www.imdb.com/title/tt1602613/?ref_=fn_tt_tt_1,English,Denmark,2013,1000.0,5.7,1.85,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4800000,10337387,641112381.6606567,0.8637154979999999,555738551.7702035,1196850933.43086,3.0,28.0,3.0,1.0,0.004792545091110242,0,0,0,0,1,0
Edgar Wright,109.0,1000.0,24.0,Thomas Law,177.0,Action|Comedy|Sci-Fi,Michael Smiley,The World's End,278,Jasper Levine,6.0,alcoholic|doppelganger|group therapy|self mutilation|twin actresses for twin sisters,http://www.imdb.com/title/tt1213663/?ref_=fn_tt_tt_1,English,UK,2013,55.0,7.0,2.35,49000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20000000,46089287,3020588036.270249,0.8637154979999999,2315577299.0425143,5336165335.312763,4.0,3.0,1.0,1.0,0.022580181765068385,0,0,0,0,1,0
Tyler Perry,100.0,0.0,400.0,Tika Sumpter,975.0,Comedy|Drama,Alicia Witt,A Madea Christmas,3202,Larry the Cable Guy,0.0,christmas|holiday|madea series|rural setting|stubbornness,http://www.imdb.com/title/tt2609758/?ref_=fn_tt_tt_1,English,USA,2013,521.0,4.7,1.85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,47000000,53396354,740562605.9519893,0.8637154979999999,5441606652.7499075,6182169258.7019,4.0,5.0,1.0,1.0,0.005535979659735031,0,0,0,1,0,0
Sam Raimi,130.0,0.0,11000.0,Mila Kunis,44000.0,Adventure|Family|Fantasy,Tim Holmes,Oz the Great and Powerful,73441,James Franco,4.0,circus|magic|magician|oz|witch,http://www.imdb.com/title/tt1623205/?ref_=fn_tt_tt_1,English,USA,2013,15000.0,6.4,2.35,60000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,200000000,491868548,33792209202.665024,0.8637154979999999,23155772990.425144,56947982193.090164,8.0,4.0,13.0,25.0,0.2526117082974617,0,0,1,0,0,0
