color,director_name,duration,actor_2_name,actor_1_name,movie_title,actor_3_name,facenumber_in_poster,language,country,content_rating,budget,title_year,gross,aspect_ratio,Horror,Romance,Family,Animation,Reality-TV,Comedy,Thriller,Game-Show,Western,Film-Noir,Short,Drama,Crime,Musical,Biography,Mystery,Action,Sci-Fi,Sport,Music,History,Adventure,News,Documentary,Fantasy,War,rate,budget_infl,gross_infl,format,profit
Color,Daisy von Scherler Mayer,94,Dash Mihok,Michael McKean,The Guru ,Jimi Mistry,3,English,UK,R,11000000,2002,3034181,1.85,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.392746845,324221066.4,89431399.94,Movie,-234789666.4
Color,Jay Roach,94,Josh Zuckerman,Verne Troyer,Austin Powers in Goldmember ,Robert Wagner,2,English,USA,PG-13,63000000,2002,213079163,2.35,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.392746845,1856902471,6280432132,Movie,4423529661
Color,Jonathan Frakes,94,Paula GarcA�s,Michael Biehn,Clockstoppers ,Jason George,0,English,USA,PG,26000000,2002,36985501,1.85,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3.392746845,766340702.3,1090134416,Movie,323793713.5
 Black and White,Walter Hill,94,Wes Studi,Fisher Stevens,Undisputed ,Jon Seda,2,English,USA,R,20000000,2002,12398628,2.35,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3.392746845,589492847.9,365445126.5,Movie,-224047721.4
Color,Rick Rosenthal,94,Thomas Ian Nicholas,Jamie Lee Curtis,Halloween: Resurrection ,Bianca Kajlich,5,English,USA,R,15000000,2002,30259652,2.35,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,442119636,891892421.8,Movie,449772785.8
Color,William Friedkin,94,Jenna Boyd,Connie Nielsen,The Hunted ,Rex Linn,1,English,USA,R,55000000,2003,34238611,1.85,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.392746845,1621105332,1009170815,Movie,-611934516.4
Color,Shawn Levy,94,Alyson Stoner,Tom Welling,Cheaper by the Dozen ,Bonnie Hunt,15,English,USA,PG,40000000,2003,138614544,1.85,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,1178985696,4085614115,Movie,2906628420
Color,Bille Woodruff,94,Mekhi Phifer,Christian Monzon,Honey ,Romeo Miller,2,English,USA,PG-13,25000000,2003,30222640,1.85,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.392746845,736866059.9,890801506.3,Movie,153935446.4
Color,Jim Fall,94,Adam Lamberg,Clayton Snyder,The Lizzie McGuire Movie ,Alex Borstein,1,English,USA,PG,17000000,2003,42672630,2.35,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3.392746845,501068920.7,1257760509,Movie,756691588.6
Color,Michael Burke,94,Tom Guiry,Zachary Knighton,The Mudge Boy ,Ryan Donowho,1,English,USA,R,800000,2003,25040293,Missing,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,23579713.92,738053681.7,Movie,22156530.81
Color,Brad Anderson,94,Jennifer Jason Leigh,Christian Bale,The Machinist ,Reg E. Cathey,0,English,Spain,R,5000000,2004,1082044,2.35,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,147373212,31892859.96,Movie,-115480352
Color,Zak Penn,94,Gabriel Beristain,Zak Penn,Incident at Loch Ness ,John Bailey,0,English,UK,PG-13,1400000,2004,36830,1.85,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.392746845,41264499.36,1085551.079,Movie,-40178948.28
Color,David R. Ellis,94,Valerie Cruz,Richard Burgi,Cellular ,Will Beinbrink,1,English,USA,PG-13,25000000,2004,32003620,2.35,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.392746845,736866059.9,943295254.9,Movie,206429195
Color,Michael Schultz,94,Kimberly Elise,Loretta Devine,Woman Thou Art Loosed ,Clifton Powell,0,English,USA,R,19950000,2004,6879730,Missing,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,588019115.8,202777581.5,Movie,22156530.81
Color,Uwe Boll,94,Darren Shahlavi,Catherine Lough Haggquist,Alone in the Dark ,Karin Konoval,0,English,Canada,R,20000000,2005,5132655,2.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.392746845,589492847.9,151283170.7,Movie,-438209677.3
Color,Michael Winterbottom,94,Shirley Henderson,Steve Coogan,Tristram Shandy: A Cock and Bull Story ,Dylan Moran,0,English,UK,R,2800000,2005,1247453,2.35,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,82528998.71,36768231.08,Movie,-45760767.63
Color,Gavin Hood,94,Nambitha Mpumlwana,Terry Pheto,Tsotsi ,Rapulana Seiphemo,1,Zulu,UK,R,3000000,2005,2912363,2.35,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,88423927.19,85840857.96,Movie,-2583069.236
Color,Lawrence Guterman,94,Traylor Howard,Jamie Kennedy,Son of the Mask ,Ben Stein,0,English,USA,PG,84000000,2005,17010646,1.85,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.392746845,2475869961,501382707.8,Movie,-1974487254
Color,Adam Shankman,94,Tom Welling,Taylor Lautner,Cheaper by the Dozen 2 ,Alyson Stoner,6,English,USA,PG,60000000,2005,82569532,2.35,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.392746845,1768478544,2433707429,Movie,665228884.8
Color,John Maybury,94,Jason Lewis,Jennifer Jason Leigh,The Jacket ,Angel Coulby,0,English,USA,R,29000000,2005,6301131,2.35,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3.392746845,854764629.5,185723582.9,Movie,-669041046.6
Color,Rob McKittrick,94,Dane Cook,Ryan Reynolds,Waiting... ,Vanessa Lengies,3,English,USA,R,3000000,2005,16101109,1.85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,88423927.19,474574430,Movie,386150502.8
Color,Luc Besson,94,Adam LeFevre,Mia Farrow,Arthur and the Invisibles ,Penny Balfour,0,English,France,PG,86000000,2006,15131330,2.35,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3.392746845,2534819246,445990540.7,Movie,-2088828705
Color,Stephen Frears,94,Sylvia Syms,Roger Allam,The Queen ,Alex Jennings,0,English,UK,PG-13,9800000,2006,56437947,1.85,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.392746845,288851495.5,1663488305,Movie,1374636810
Color,Kurt Wimmer,94,Cameron Bright,Milla Jovovich,Ultraviolet ,Nick Chinlund,1,English,USA,PG-13,30000000,2006,18500966,1.85,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.392746845,884239271.9,545309356.8,Movie,-338929915.1
Color,Glen Morgan,94,Crystal Lowe,Oliver Hudson,Black Christmas ,Andrea Martin,0,English,USA,R,9000000,2006,16235293,2.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,265271781.6,478529455.4,Movie,213257673.8
Color,D. Stevens,94,Pierre Dulat,Magi Avila,The Pet ,Summer Napoles,0,English,USA,Missing,1000000,2006,25040293,Missing,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,29474642.4,738053681.7,Movie,22156530.81
Color,Patrick Creadon,94,Bill Clinton,Ken Burns,Wordplay ,Bob Dole,0,English,USA,PG,19950000,2006,3117666,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.392746845,588019115.8,91892090.46,Movie,22156530.81
Color,Ian Iqbal Rashid,94,ClA� Bennett,DeRay Davis,How She Move ,Conrad Coates,0,English,Canada,PG-13,19950000,2007,7070459,1.85,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,588019115.8,208399250.6,Movie,22156530.81
Color,Russell Mulcahy,94,Mike Epps,Milla Jovovich,Resident Evil: Extinction ,James Tumminia,1,English,France,R,45000000,2007,50648679,2.35,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.392746845,1326358908,1492851701,Movie,166492793.5
Color,Xavier Gens,94,Dougray Scott,Henry Ian Cusick,Hitman ,Ulrich Thomsen,1,English,France,R,24000000,2007,39687528,2.35,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.392746845,707391417.5,1169775695,Movie,462384277.9
Color,Chris Rock,94,Eliza Coupe,Steve Buscemi,I Think I Love My Wife ,Wendell Pierce,3,English,USA,R,19950000,2007,12550242,1.85,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,588019115.8,369913894.9,Movie,22156530.81
Color,Eli Roth,94,Lauren German,Jay Hernandez,Hostel: Part II ,Stanislav Ianevski,0,English,USA,R,10000000,2007,17544812,2.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,294746424,517127059.6,Movie,222380635.7
Color,Mitchell Lichtenstein,94,Nathan Parsons,Jess Weixler,Teeth ,John Hensley,1,English,USA,R,19950000,2007,347578,1.85,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.392746845,588019115.8,10244737.26,Movie,22156530.81
Color,William Dear,94,Corbin Bleu,Madison Pettis,Free Style ,Sandra EcheverrA�a,3,English,Canada,PG,19950000,2008,140987,1.85,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,588019115.8,4155541.408,Movie,22156530.81
Color,Mark Herman,94,Sheila Hancock,Richard Johnson,The Boy in the Striped Pajamas ,Cara Horgan,0,English,UK,PG-13,12500000,2008,9030581,1.85,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.392746845,368433030,266173145.6,Movie,-102259884.4
Color,Marc F. Adler,94,Anne Bancroft,Eric Idle,Delgo ,Kelly Ripa,1,English,USA,PG,40000000,2008,511920,1.85,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3.392746845,1178985696,15088658.94,Movie,-1163897037
Color,Fred Durst,94,Dash Mihok,Tasha Smith,The Longshots ,Garrett Morris,2,English,USA,PG,23000000,2008,11508423,2.35,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3.392746845,677916775.1,339206652.5,Movie,-338710122.7
Color,Deb Hagan,94,Alona Tal,Drake Bell,College ,Haley Bennett,0,English,USA,R,6500000,2008,4693919,1.85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,191585175.6,138351584,Movie,-53233591.62
Color,Gideon Raff,94,Gloria Votsis,Gideon Emery,Train ,Derek Magyar,1,English,USA,R,19950000,2008,25040293,1.85,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,588019115.8,738053681.7,Movie,22156530.81
Color,Robert Kenner,94,Eric Schlosser,Michael Pollan,"Food, Inc. ",Barbara Kowalcyk,0,English,USA,PG,19950000,2008,4417124,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.392746845,588019115.8,130193150.3,Movie,22156530.81
Color,Yorgos Lanthimos,94,Mary Tsoni,Angeliki Papoulia,Dogtooth ,Sissy Petropoulou,0,Greek,Greece,Unrated,19950000,2009,110197,2.35,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,588019115.8,3248017.168,Movie,22156530.81
Color,David Bowers,94,Charlize Theron,Nicolas Cage,Astro Boy ,Dee Bradley Baker,1,English,Hong Kong,PG,65000000,2009,19548064,2.35,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.392746845,1915851756,576172196,Movie,-1339679560
Color,Rob Letterman,94,Rainn Wilson,Amy Poehler,Monsters vs. Aliens ,Stephen Colbert,2,English,USA,PG,175000000,2009,198332128,2.35,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3.392746845,5158062419,5845768549,Movie,687706129.2
Color,Carlos Saldanha,94,Maile Flanagan,Denis Leary,Ice Age: Dawn of the Dinosaurs ,Kelly Keaton,0,English,USA,PG,90000000,2009,196573705,1.85,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3.392746845,2652717816,5793939660,Movie,3141221844
Color,Grant Heslov,94,Jeff Bridges,Kevin Spacey,The Men Who Stare at Goats ,Stephen Root,0,English,USA,R,25000000,2009,32416109,2.35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.392746845,736866059.9,955453220.7,Movie,218587160.8
Color,Brian Caunter,94,Stacy Keach,Mike Starr,Chicago Overcoat ,Frank Vincent,3,English,USA,R,3000000,2009,25040293,1.78,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3.392746845,88423927.19,738053681.7,Movie,22156530.81
Color,Andrew Traucki,94,Gyton Grantley,Damian Walshe-Howling,The Reef ,Adrienne Pickering,0,English,Australia,R,19950000,2010,25040293,2.35,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,588019115.8,738053681.7,Movie,22156530.81
Color,Gareth Edwards,94,Whitney Able,Scoot McNairy,Monsters ,Ricky Catter,0,English,UK,R,500000,2010,237301,2.35,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.392746845,14737321.2,6994362.115,Movie,-7742959.083
Color,Brian Levant,94,Amber Valletta,Madeline Carroll,The Spy Next Door ,George Lopez,4,English,USA,PG,28000000,2010,24268828,1.85,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.392746845,825289987.1,715315026.7,Movie,-109974960.4
Color,Danny Boyle,94,Treat Williams,James Franco,127 Hours ,Kate Burton,0,English,USA,R,18000000,2010,18329466,1.85,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.392746845,530543563.1,540254455.7,Movie,9710892.532
Color,Thor Freudenthal,94,Zachary Gordon,ChloA� Grace Moretz,Diary of a Wimpy Kid ,Rachael Harris,1,English,USA,PG,15000000,2010,64001297,1.85,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,442119636,1886415342,Movie,1444295706
Color,Qasim Basir,94,Nia Long,Dorian Missick,Mooz-Lum ,Evan Ross,1,English,USA,PG-13,19950000,2010,25040293,Missing,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,588019115.8,738053681.7,Movie,22156530.81
Color,Eric Valette,94,Ryan Kennedy,Melanie Papalia,Super Hybrid ,John Reardon,0,English,USA,PG-13,13000000,2010,25040293,2.35,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.392746845,383170351.2,738053681.7,Movie,22156530.81
Color,Woody Allen,94,Audrey Fleurot,Kurt Fuller,Midnight in Paris ,Nina Arianda,1,English,Spain,PG-13,17000000,2011,56816662,1.85,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.392746845,501068920.7,1674650795,Movie,1173581874
Color,Mark Waters,94,Ophelia Lovibond,Madeline Carroll,Mr. Popper s Penguins ,Philip Baker Hall,1,English,USA,PG,55000000,2011,68218041,1.85,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.392746845,1621105332,2010702364,Movie,389597031.7
Color,Jason Reitman,94,Patton Oswalt,Charlize Theron,Young Adult ,Collette Wolfe,1,English,USA,R,12000000,2011,16300302,1.85,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,353695708.8,480445572.4,Movie,126749863.6
Color,Henry Joost,94,Sprague Grayden,Johanna Braddy,Paranormal Activity 3 ,Christopher Nicholas Smith,0,English,USA,R,5000000,2011,104007828,1.85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,147373212,3065593537,Movie,2918220325
Color,Jon Wright,94,Richard Coyle,Russell Tovey,Grabbers ,Bronagh Gallagher,0,English,UK,Unrated,4000000,2012,25040293,2.35,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.392746845,117898569.6,738053681.7,Movie,22156530.81
Color,Brad Peyton,94,Dwayne Johnson,Josh Hutcherson,Journey 2: The Mysterious Island ,Kristin Davis,3,English,USA,PG,79000000,2012,103812241,1.85,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,3.392746845,2328496749,3059828680,Movie,731331930.5
Color,Boaz Yakin,94,Reggie Lee,Jason Statham,Safe ,Robert John Burke,2,English,USA,R,30000000,2012,17120019,2.35,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.392746845,884239271.9,504606437.9,Movie,-379632834.1
Color,David Bowers,94,Rachael Harris,Zachary Gordon,Diary of a Wimpy Kid: Dog Days ,Karan Brar,2,English,USA,PG,22000000,2012,49002815,2.35,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,648442132.7,1444340449,Movie,795898315.8
Color,Wes Anderson,94,Bill Murray,Bruce Willis,Moonrise Kingdom ,Bob Balaban,2,English,USA,PG-13,16000000,2012,45507053,1.85,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.392746845,471594278.4,1341304114,Movie,869709835.4
Color,Harmony Korine,94,Heather Morris,James Franco,Spring Breakers ,Rachel Korine,4,English,USA,R,5000000,2012,14123773,2.35,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,147373212,416293158.5,Movie,268919946.5
Color,Sharon Greytak,94,Alex Emanuel,Sally Kirkland,Archaeology of a Woman ,Elaine Bromka,1,English,USA,Missing,200000,2012,25040293,1.78,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,5894928.479,738053681.7,Movie,22156530.81
Color,Brad Anderson,94,Tara Platt,Michael Imperioli,The Call ,Roma Maffia,0,English,USA,R,13000000,2013,51872378,1.85,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,383170351.2,1528919792,Movie,1145749441
Color,Elizabeth Banks,94,Kate Winslet,Hugh Jackman,Movie 43 ,Seth MacFarlane,10,English,USA,R,6000000,2013,8828771,1.85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,176847854.4,260224868,Movie,83377013.65
Color,Paul Schrader,94,IrA�ne Jacob,Nicolas Cage,Dying of the Light ,Tomiwa Edun,1,English,Bahamas,R,5000000,2014,25040293,2.35,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,147373212,738053681.7,Movie,22156530.81
Color,Sarik Andreasyan,94,Jordana Brewster,Hayden Christensen,American Heist ,Akon,1,English,Canada,R,10000000,2014,25040293,Missing,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.392746845,294746424,738053681.7,Movie,22156530.81
Color,Bruce Macdonald,94,Cheryl Ladd,Rachel Hendrix,The Perfect Wave ,Diana Vickers,1,English,South Africa,PG,4000000,2014,25040293,Missing,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.392746845,117898569.6,738053681.7,Movie,22156530.81
Color,Jake Kasdan,94,Randall Park,James Wilcox,Sex Tape ,Nat Faxon,2,English,USA,R,40000000,2014,38543473,1.85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,1178985696,1136055083,Movie,-42930612.47
Color,Rob Reiner,94,Annie Parisse,Yaya DaCosta,And So It Goes ,Frankie Valli,2,English,USA,PG-13,18000000,2014,15155772,2.35,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,530543563.1,446710960,Movie,-83832603.2
Color,Peter Cousens,94,David Rasche,Sharon Leal,Freedom ,Bart Shatto,2,English,USA,R,14500000,2014,25040293,Missing,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.392746845,427382314.8,738053681.7,Movie,22156530.81
Color,Tom Gormican,94,Lola Glaudini,Mackenzie Davis,That Awkward Moment ,Josh Pais,3,English,USA,R,8000000,2014,26049082,2.35,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,235797139.2,767787376.7,Movie,531990237.5
Color,Richard LaGravenese,94,Jeremy Jordan,Anna Kendrick,The Last Five Years ,Charly Bivona,7,English,USA,PG-13,19950000,2014,137945,2.35,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,588019115.8,4065879.545,Movie,22156530.81
Color,Tim Johnson,94,Matt Jones,Jim Parsons,Home ,April Winchell,0,English,USA,PG,135000000,2015,177343675,1.85,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,3.392746845,3979076724,5227141402,Movie,1248064678
Color,Andy Fickman,94,Daniella Alonso,D.B. Woodside,Paul Blart: Mall Cop 2 ,Eduardo VerA�stegui,1,English,USA,PG,30000000,2015,71038190,1.85,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.392746845,884239271.9,2093825247,Movie,1209585975
Missing,David Hackl,94,Michaela McManus,Scott Glenn,Into the Grizzly Maze ,Luisa D Oliveira,4,English,USA,R,10000000,2015,25040293,1.85,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.392746845,294746424,738053681.7,Movie,22156530.81
Color,Jackie Earle Haley,94,Edi Gathegi,Rex Baker,Criminal Activities ,Travis Aaron Wade,3,English,USA,Missing,7000000,2015,25040293,2.35,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,206322496.8,738053681.7,Movie,22156530.81
Color,M. Night Shyamalan,94,Patch Darragh,Ocean James,The Visit ,Olivia DeJonge,1,English,USA,PG-13,5000000,2015,65069140,1.85,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,147373212,1917889633,Movie,1770516421
Color,Anna Mastro,94,Justin Kirk,Leven Rambin,Walter ,Virginia Madsen,2,English,USA,Missing,700000,2015,25040293,Missing,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,20632249.68,738053681.7,Movie,22156530.81
Color,Kirk Jones,94,Louis Mandylor,Nia Vardalos,My Big Fat Greek Wedding 2 ,Joey Fatone,10,English,USA,PG-13,18000000,2016,59573085,2.35,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,530543563.1,1755895377,Movie,1225351814
Color,Danny Perez,94,Emmanuel Kabongo,Natasha Lyonne,Antibirth ,Mark Webber,1,English,USA,Missing,3500000,2016,25040293,Missing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,103161248.4,738053681.7,Movie,22156530.81
Color,Warren Sheppard,94,Randy Jay Burrell,Jennifer Hale,Fight to the Finish ,Vincent De Paul,0,English,USA,PG-13,150000,2016,25040293,Missing,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3.392746845,4421196.36,738053681.7,Movie,22156530.81
Color,Al Silliman Jr.,93,Nancy Ison,Christina Hart,The Stewardesses ,William Condos,0,English,USA,X,100000,1969,25040293,1.37,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,2947464.24,738053681.7,Movie,22156530.81
Color,Mel Brooks,93,David Huddleston,Madeline Kahn,Blazing Saddles ,Harvey Korman,0,English,USA,R,2600000,1974,119500000,2.35,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,76634070.23,3522219766,Movie,3445585696
Color,Woody Allen,93,Carol Kane,Woody Allen,Annie Hall ,Shelley Duvall,0,English,USA,PG,4000000,1977,39200000,1.37,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,117898569.6,1155405982,Movie,1037507412
Color,George Miller,93,Steve Bisley,Hugh Keays-Byrne,Mad Max ,Joanne Samuel,0,English,Australia,R,200000,1979,25040293,2.35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3.392746845,5894928.479,738053681.7,Movie,22156530.81
Color,Ken Shapiro,93,Dabney Coleman,Brian Doyle-Murray,Modern Problems ,Mary Kay Place,1,English,USA,PG,8000000,1981,25040293,1.85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.392746845,235797139.2,738053681.7,Movie,22156530.81
Color,Ted Kotcheff,93,Brian Dennehy,Sylvester Stallone,First Blood ,Chris Mulkey,1,English,USA,R,14000000,1982,25040293,2.35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3.392746845,412644993.6,738053681.7,Movie,22156530.81
Color,Paul Schrader,93,Ruby Dee,Ed Begley Jr.,Cat People ,John Heard,1,English,USA,R,18000000,1982,25040293,1.85,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.392746845,530543563.1,738053681.7,Movie,22156530.81
